status;title;url;programme;appel;annee;etat;duree;subvention;financeurs;disciplines;path
rejected;Etude de faisabilité et d’acceptabilité de l’application « Chez Maurice » (FA MAURICE);https://iresp.net/projets_finances/etude-de-faisabilite-et-dacceptabilite-de-lapplication-chez-maurice-fa-maurice/;Addictions;Lutte contre les addictions aux substances psychoactives;2019;Clos;12 mois;66845;Fonds de Lutte Contre les Addictions;"Addictologie ; Psychiatrie ; E-santé";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\089_2019_etude_de_faisabilite_et_d_acceptabilite_de_l_application_chez_maurice_fa_maurice.txt
rejected;Etude de la mise en œuvre d’une consultation de suivi post-hospitalisation en unité de soins intensifs pédiatriques : besoins, acceptabilité, coopérations;https://iresp.net/projets_finances/etude-de-la-mise-en-oeuvre-dune-consultation-de-suivi-post-hospitalisation-en-unite-de-soins-intensifs-pediatriques-besoins-acceptabilite-cooperations/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2021;Clos;18 mois;98 460,00 €;DGS;Pédiatrie médicale/ pratique infirmière avancée/ santé publique/ sociologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\090_2021_etude_de_la_mise_en_uvre_d_une_consultation_de_suivi_post_hospitalisation_en_unite_de_soins_intensifs_pediatriques_besoi.txt
accepted;Etude de la prévalence et de la consommation de soins des patients TSA à partir des données médico-administratives du SNDS;https://iresp.net/projets_finances/etude-de-la-prevalence-et-de-la-consommation-de-soins-des-patients-tsa-a-partir-des-donnees-medico-administratives-du-snds/;Autonomie;Blanc (session 11);2020;En cours;36 mois;149 993,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\044_2020_etude_de_la_prevalence_et_de_la_consommation_de_soins_des_patients_tsa_a_partir_des_donnees_medico_administratives_du_sn.txt
rejected;Etude de l’association entre soins PAlliatifs et RIsque Suicidaire : Une approche mixte quantitative et qualitative;https://iresp.net/projets_finances/etude-de-lassociation-entre-soins-palliatifs-et-risque-suicidaire-une-approche-mixte-quantitative-et-qualitative/;MESSIDORE;Méthodologie des essais cliniques innovants, dispositifs, outils et recherches exploitant les données de santé et biobanques;2023;En cours;36 mois;350 962,00 €;INSERM;Soins palliatifs/ Psychiatrie/ Sociologie/ Statistiques/ Santé Publique;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\091_2023_etude_de_l_association_entre_soins_palliatifs_et_risque_suicidaire_une_approche_mixte_quantitative_et_qualitative.txt
rejected;Étude de l’impact de l’addiction à la cocaïne sur le sommeil;https://iresp.net/projets_finances/etude-de-limpact-de-laddiction-a-la-cocaine-sur-le-sommeil/;Addictions;Conduites Addictives et Drogues : Prévention, Mécanismes, Repérage et Accompagnement;2024;En cours;36 mois;149 820,00;Fonds de lutte contre les addictions;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\092_2024_etude_de_l_impact_de_l_addiction_a_la_cocaine_sur_le_sommeil.txt
accepted;Etude des déterminants Précoces de l’Inclusion SCOlaire chez des enfants grands PrÉmaturés porteurs d’une déficience motrice ou cognitive – EPISCOPE;https://iresp.net/projets_finances/etude-des-determinants-precoces-de-linclusion-scolaire-chez-des-enfants-grands-prematures-porteurs-dune-deficience-motrice-ou-cognitive-episcope/;Autonomie;Blanc (session 12);2021;Clos;20 mois;118 594,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\045_2021_etude_des_determinants_precoces_de_l_inclusion_scolaire_chez_des_enfants_grands_prematures_porteurs_d_une_deficience_mot.txt
rejected;Étude du lien entre le microbiome intestinal et la vulnérabilité à la cocaïne dans un modèle d’addiction chez le rat;https://iresp.net/projets_finances/etude-du-lien-entre-le-microbiome-intestinal-et-la-vulnerabilite-a-la-cocaine-dans-un-modele-daddiction-chez-le-rat/;Addictions;Recherches pour lutter contre les usages et les addictions aux substances psychoactives;2022;En cours;36 mois;;Fonds de Lutte Contre les Addictions;Addictions (modèle d'étude);C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\093_2022_etude_du_lien_entre_le_microbiome_intestinal_et_la_vulnerabilite_a_la_cocaine_dans_un_modele_d_addiction_chez_le_rat.txt
rejected;Étude épidémiologique sur les liens entre tabagisme maternel pendant la grossesse et comportement des enfants (ESPRIT);https://iresp.net/projets_finances/etude-epidemiologique-sur-les-liens-entre-tabagisme-maternel-pendant-la-grossesse-et-comportement-des-enfants-esprit/;Addictions;Appel à projets de recherche et d’intervention pour réduire et lutter contre le tabagisme;2019;Clos;36 mois;392 488;Fonds de Lutte Contre le Tabagisme;"Épidémiologie ; Santé publique";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\094_2019_etude_epidemiologique_sur_les_liens_entre_tabagisme_maternel_pendant_la_grossesse_et_comportement_des_enfants_esprit.txt
accepted;Etude évaluative de dispositifs d’emploi accompagné pour les personnes en situation de handicap psychique ou de handicap mental;https://iresp.net/projets_finances/etude-evaluative-de-dispositifs-demploi-accompagne-pour-les-personnes-en-situation-de-handicap-psychique-ou-de-handicap-mental/;Autonomie;Dispositifs et modalités d’accompagnement des personnes handicapées dans les établissements et services médico-sociaux;2017;Clos;36 mois;101 000,00 €;CNSA;Psychologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\046_2017_etude_evaluative_de_dispositifs_d_emploi_accompagne_pour_les_personnes_en_situation_de_handicap_psychique_ou_de_handicap.txt
rejected;Etude exploratoire des réseaux sémantiques des patients présentant un trouble de l’usage d’alcool;https://iresp.net/projets_finances/etude-exploratoire-des-reseaux-semantiques-des-patients-presentant-un-trouble-de-lusage-dalcool/;Addictions;Lutter contre les usages de substances psychoactives et les addictions;2021;En cours;18 mois;49 868;Fonds de Lutte Contre les Addictions;"Psychiatrie ; Addictologie ; Neurosciences cognitives";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\095_2021_etude_exploratoire_des_reseaux_semantiques_des_patients_presentant_un_trouble_de_l_usage_d_alcool.txt
rejected;Étude historique et sociologique des logiques et des normes influençant la mise en œuvre du recours aux psychédéliques dans la recherche sur les addictions;https://iresp.net/projets_finances/etude-historique-et-sociologique-des-logiques-et-des-normes-influencant-la-mise-en-oeuvre-du-recours-aux-psychedeliques-dans-la-recherche-sur-les-addictions/;Addictions;Substances psychoactives et comportements avec pouvoir addictif;2023;En cours;48 mois;682 669,00;Fonds de lutte contre les addictions;histoire/sociologie/anthropologie/psychiatrie/addictologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\096_2023_etude_historique_et_sociologique_des_logiques_et_des_normes_influencant_la_mise_en_uvre_du_recours_aux_psychedeliques_da.txt
rejected;Étude longitudinale des conséquences neuronales et comportementales spécifiques au sexe de l’exposition périnatale au cannabidiol;https://iresp.net/projets_finances/etude-longitudinale-des-consequences-neuronales-et-comportementales-specifiques-au-sexe-de-lexposition-perinatale-au-cannabidiol-2/;Addictions;Lutter contre les usages et les addictions aux substances psychoactives;2022;En cours;36 mois;167 184;Fonds de Lutte Contre les Addictions;Neurosciences;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\097_2022_etude_longitudinale_des_consequences_neuronales_et_comportementales_specifiques_au_sexe_de_l_exposition_perinatale_au_ca.txt
rejected;Étude longitudinale des conséquences neuronales et comportementales spécifiques au sexe de l’exposition périnatale au cannabidiol;https://iresp.net/projets_finances/etude-longitudinale-des-consequences-neuronales-et-comportementales-specifiques-au-sexe-de-lexposition-perinatale-au-cannabidiol/;Addictions;Recherches pour lutter contre les usages et les addictions aux substances psychoactives;2022;En cours;36 mois;;Fonds de Lutte Contre les Addictions;Neurobiologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\098_2022_etude_longitudinale_des_consequences_neuronales_et_comportementales_specifiques_au_sexe_de_l_exposition_perinatale_au_ca.txt
rejected;Étude socio-ethnographique des logiques et des normes contemporaines façonnant la structuration du champ des recherches sur les psychédéliques;https://iresp.net/projets_finances/etude-socio-ethnographique-des-logiques-et-des-normes-contemporaines-faconnant-la-structuration-du-champ-des-recherches-sur-les-psychedeliques/;Addictions;Recherches sur les substances psychoactives et les comportements avec pouvoir addictif;2023;En cours;36 mois;133 998,00;Fonds de lutte contre les addictions;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\099_2023_etude_socio_ethnographique_des_logiques_et_des_normes_contemporaines_faconnant_la_structuration_du_champ_des_recherches_.txt
rejected;Étude translationnelle de l’influence de la présence d’un pair sur la consommation d’alcool et son substrat neurobiologique (ALCOSOCIO);https://iresp.net/projets_finances/etude-translationnelle-de-linfluence-de-la-presence-dun-pair-sur-la-consommation-dalcool-et-son-substrat-neurobiologique-alcosocio/;Addictions;Lutte contre les addictions aux substances psychoactives;2019;Clos;36 mois;321 920;Fonds de Lutte Contre les Addictions;"Neurosciences ; Sciences sociales";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\100_2019_etude_translationnelle_de_l_influence_de_la_presence_d_un_pair_sur_la_consommation_d_alcool_et_son_substrat_neurobiologi.txt
rejected;Etudes des mécanismes cellulaires et moléculaires de la mémoire associée au contexte de consommation d’alcool et cibler ces mécanismes avec la psilocybine – RAPSICO (Rechute Alcool PSIlocybine Contexte);https://iresp.net/projets_finances/etudes-des-mecanismes-cellulaires-et-moleculaires-de-la-memoire-associee-au-contexte-de-consommation-dalcool-et-cibler-ces-mecanismes-avec-la-psilocybine-rapsico-rechute-alcool-psi/;Addictions;Lutter contre les usages et les addictions aux substances psychoactives;2022;En cours;48 mois;568 512;Fonds de Lutte Contre les Addictions;Neurosciences;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\101_2022_etudes_des_mecanismes_cellulaires_et_moleculaires_de_la_memoire_associee_au_contexte_de_consommation_d_alcool_et_cibler_.txt
rejected;Evaluation de l’acceptabilité d’un dispositif numérique de dépistage – Magali BATTY;https://iresp.net/projets_finances/evaluation-de-lacceptabilite-dun-dispositif-numerique-de-depistage/;Services, interventions et politiques favorables à la santé;Recherche en santé publique;2020;Clos;18 mois;75 781,00 €;DGS;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\102_2020_evaluation_de_l_acceptabilite_d_un_dispositif_numerique_de_depistage_magali_batty.txt
rejected;Evaluation de l’Appui Parental, une action de soutien précoce à la parentalité;https://iresp.net/projets_finances/evaluation-de-lappui-parental-une-action-de-soutien-precoce-a-la-parentalite/;Services, interventions et politiques favorables à la santé;Général - volet Prévention et promotion de la santé;2018;En cours;24 mois;31 596,00 €;INSERM;Santé mentale;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\103_2018_evaluation_de_l_appui_parental_une_action_de_soutien_precoce_a_la_parentalite.txt
rejected;Evaluation de l’impact, de la viabilité et de la transférabilité d’un dispositif d’accompagnement en RDRD Alcool basé sur le rétablissement en santé mentale (VITAE) – Judith Martin-Fernandez;https://iresp.net/projets_finances/evaluation-de-limpact-de-la-viabilite-et-de-la-transferabilite-dun-dispositif-daccompagnement-en-rdrd-alcool-base-sur-le-retablissement-en-sante-mentale-vitae/;Addictions;Lutte contre les addictions aux substances psychoactives;2019;Clos;36 mois;399 518;;"Recherche interventionnelle ; Santé Publique ; Addictologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\104_2019_evaluation_de_l_impact_de_la_viabilite_et_de_la_transferabilite_d_un_dispositif_d_accompagnement_en_rdrd_alcool_base_sur.txt
accepted;Evaluation de l’implémentation d’un nouveau programme médico-social d’accompagnement à l’autonomie des personnes en post-AVC et de leurs aidants;https://iresp.net/projets_finances/evaluation-de-limplementation-dun-nouveau-programme-medico-social-daccompagnement-a-lautonomie-des-personnes-en-post-avc-et-de-leurs-aidants/;Autonomie;Établissements, Services et Transformation de l'Offre Médico-Sociale (session 4);2022;En cours;30 mois;168 311,02 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\047_2022_evaluation_de_l_implementation_d_un_nouveau_programme_medico_social_d_accompagnement_a_l_autonomie_des_personnes_en_post.txt
accepted;Evaluation de solutions d’accompagnement de nuit pour les séniors en perte d’autonomie et leurs aidants à domicile : bénéfices et limites.;https://iresp.net/projets_finances/evaluation-de-solutions-daccompagnement-de-nuit-pour-les-seniors-en-perte-dautonomie-et-leurs-aidants-a-domicile-benefices-et-limites/;Autonomie;Établissements, Services et Transformation de l'Offre Médico-Sociale (session 4);2022;En cours;36 mois;249 006,56 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\048_2022_evaluation_de_solutions_d_accompagnement_de_nuit_pour_les_seniors_en_perte_d_autonomie_et_leurs_aidants_a_domicile_benef.txt
rejected;Evaluation des caractéristiques cliniques des conduites suicidaires de l’adolescent durant la période pandémique a COVID19 en Auvergne Rhône Alpes. Etude prospective quantitative et qualitative;https://iresp.net/projets_finances/evaluation-des-caracteristiques-cliniques-des-conduites-suicidaires-de-ladolescent-durant-la-periode-pandemique-a-covid19-en-auvergne-rhone-alpes-etude-prospective-quantitative-et-qualitative/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2021;En cours;18 mois;98 071,00 €;DGS;Pédopsychiatrie/ Psychologie/ Epidémiologie/ Santé Publique;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\105_2021_evaluation_des_caracteristiques_cliniques_des_conduites_suicidaires_de_l_adolescent_durant_la_periode_pandemique_a_covid.txt
